Crash Breakdown,Crash Breakdown 2,Crash Severity,Cross Street Full Name,Cyclist Flag,Date Of Loss Year,Day Of Week,Derived Crash Congifuration,Heavy Veh Flag,Intersection Crash,Mid Block Crash,Month Of Year,Motorcycle Flag,Municipality Name,Municipality Name (ifnull),Municipality With Boundary,Parking Lot Flag,Pedestrian Flag,Region,Road Location Description,Street Full Name,Street Full Name (ifnull),Time Category,Crash Count,Latitude,Longitude,Number of Records
TUESDAY,VANCOUVER,CASUALTY,NA,Yes,2018,TUESDAY,SINGLE VEHICLE,N,No,Y,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BLAKE ST,BLAKE ST,BLAKE ST,18:00-20:59,1,49.217689,-123.029329,1
THURSDAY,MAPLE RIDGE,PROPERTY DAMAGE ONLY,LOUGHEED HWY,Yes,2017,THURSDAY,UNDETERMINED,N,Yes,N,AUGUST,N,MAPLE RIDGE,MAPLE RIDGE,MAPLE RIDGE,No,No,LOWER MAINLAND,228 ST & LOUGHEED HWY,228 ST,228 ST,12:00-14:59,1,49.215969,-122.590379,1
MONDAY,VANCOUVER,CASUALTY,ONTARIO ST,Yes,2015,MONDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 59TH AVE & ONTARIO ST & W 59TH AVE,W 59TH AVE,W 59TH AVE,09:00-11:59,1,49.216818,-123.106223,1
TUESDAY,VANCOUVER,CASUALTY,ONTARIO ST,Yes,2018,TUESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 59TH AVE & ONTARIO ST & W 59TH AVE,W 59TH AVE,W 59TH AVE,15:00-17:59,1,49.216818,-123.106223,1
WEDNESDAY,NEW WESTMINSTER,CASUALTY,SEVENTH AVE,Yes,2016,WEDNESDAY,UNDETERMINED,N,Yes,N,SEPTEMBER,N,NEW WESTMINSTER,NEW WESTMINSTER,NEW WESTMINSTER,No,No,LOWER MAINLAND,SECOND ST & SEVENTH AVE,SECOND ST,SECOND ST,06:00-08:59,1,49.217847,-122.915739,1
THURSDAY,VICTORIA,CASUALTY,NA,Yes,2017,THURSDAY,SINGLE VEHICLE,N,No,N,SEPTEMBER,N,VICTORIA,VICTORIA,NA,No,No,VANCOUVER ISLAND,RING RD,RING RD,RING RD,09:00-11:59,1,NA,NA,1
THURSDAY,RICHMOND,PROPERTY DAMAGE ONLY,NA,Yes,2017,THURSDAY,SINGLE VEHICLE,N,No,N,SEPTEMBER,N,RICHMOND,RICHMOND,NA,No,No,LOWER MAINLAND,RIVER RD,RIVER RD,RIVER RD,12:00-14:59,1,NA,NA,1
TUESDAY,VANCOUVER,CASUALTY,NA,Yes,2017,TUESDAY,SINGLE VEHICLE,N,No,N,DECEMBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,RICHARDS ST,RICHARDS ST,RICHARDS ST,12:00-14:59,1,NA,NA,1
SATURDAY,NANAIMO,CASUALTY,NA,Yes,2016,SATURDAY,SINGLE VEHICLE,N,No,N,JANUARY,N,NANAIMO,NANAIMO,NA,No,No,VANCOUVER ISLAND,PRINCESS ST,PRINCESS ST,PRINCESS ST,12:00-14:59,1,NA,NA,1
FRIDAY,VANCOUVER,CASUALTY,NA,Yes,2018,FRIDAY,SINGLE VEHICLE,N,No,N,APRIL,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,ROBSON ST,ROBSON ST,ROBSON ST,18:00-20:59,1,NA,NA,1
SUNDAY,VANCOUVER,PROPERTY DAMAGE ONLY,NA,Yes,2015,SUNDAY,SINGLE VEHICLE,N,No,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,STREET NAME UK,STREET NAME UK,STREET NAME UK,12:00-14:59,1,NA,NA,1
SUNDAY,VANCOUVER,PROPERTY DAMAGE ONLY,NA,Yes,2017,SUNDAY,SINGLE VEHICLE,N,No,N,OCTOBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,SW MARINE DR,SW MARINE DR,SW MARINE DR,12:00-14:59,1,NA,NA,1
SATURDAY,VANCOUVER,CASUALTY,NA,Yes,2015,SATURDAY,UNDETERMINED,N,No,N,JUNE,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,MAIN ST,MAIN ST,MAIN ST,06:00-08:59,1,NA,NA,1
TUESDAY,BURNABY,CASUALTY,NA,Yes,2016,TUESDAY,SINGLE VEHICLE,N,No,N,JULY,N,BURNABY,BURNABY,NA,Yes,No,LOWER MAINLAND,NORTH FRASER WAY,NORTH FRASER WAY,NORTH FRASER WAY,15:00-17:59,1,NA,NA,1
FRIDAY,RICHMOND,CASUALTY,NA,Yes,2018,FRIDAY,SINGLE VEHICLE,N,No,N,NOVEMBER,N,RICHMOND,RICHMOND,NA,No,No,LOWER MAINLAND,NO 8 RD,NO 8 RD,NO 8 RD,06:00-08:59,1,NA,NA,1
WEDNESDAY,UBC,PROPERTY DAMAGE ONLY,NA,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,No,N,JULY,N,UBC,UBC,NA,No,No,LOWER MAINLAND,NW MARINE DR,NW MARINE DR,NW MARINE DR,18:00-20:59,1,NA,NA,1
FRIDAY,LANGFORD,PROPERTY DAMAGE ONLY,NA,Yes,2018,FRIDAY,UNDETERMINED,N,No,N,JUNE,N,LANGFORD,LANGFORD,NA,No,No,VANCOUVER ISLAND,PHIPPS RD,PHIPPS RD,PHIPPS RD,15:00-17:59,1,NA,NA,1
TUESDAY,SQUAMISH,CASUALTY,NA,Yes,2018,TUESDAY,SINGLE VEHICLE,N,No,N,JUNE,N,SQUAMISH,SQUAMISH,NA,No,No,LOWER MAINLAND,TANTALUS WAY,TANTALUS WAY,TANTALUS WAY,15:00-17:59,1,NA,NA,1
TUESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,NA,Yes,2018,TUESDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NW MARINE DRIVE,NW MARINE DRIVE,NW MARINE DRIVE,18:00-20:59,1,NA,NA,1
SUNDAY,COURTENAY,CASUALTY,NA,Yes,2017,SUNDAY,UNDETERMINED,N,No,N,MAY,N,COURTENAY,COURTENAY,NA,No,No,VANCOUVER ISLAND,RYAN RD,RYAN RD,RYAN RD,15:00-17:59,1,NA,NA,1
WEDNESDAY,VICTORIA,PROPERTY DAMAGE ONLY,NA,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,No,N,NOVEMBER,N,VICTORIA,VICTORIA,NA,No,No,VANCOUVER ISLAND,HWY 1A,HWY 1A,HWY 1A,06:00-08:59,1,NA,NA,1
THURSDAY,VICTORIA,CASUALTY,NA,Yes,2018,THURSDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,VICTORIA,VICTORIA,NA,No,No,VANCOUVER ISLAND,HWY 17,HWY 17,HWY 17,18:00-20:59,1,NA,NA,1
THURSDAY,HOUSTON,CASUALTY,NA,Yes,2017,THURSDAY,SIDE IMPACT,N,No,N,AUGUST,N,HOUSTON,HOUSTON,NA,No,No,NORTH CENTRAL,HWY 16,HWY 16,HWY 16,09:00-11:59,1,NA,NA,1
SATURDAY,VICTORIA,CASUALTY,COOK ST,Yes,2018,SATURDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VICTORIA,VICTORIA,VICTORIA,No,No,VANCOUVER ISLAND,COOK ST & DALLAS RD,DALLAS RD,DALLAS RD,12:00-14:59,1,48.407874,-123.357899,1
WEDNESDAY,VICTORIA,CASUALTY,SAN JOSE AVE,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VICTORIA,VICTORIA,VICTORIA,No,No,VANCOUVER ISLAND,DALLAS RD & SAN JOSE AVE,DALLAS RD,DALLAS RD,09:00-11:59,1,48.413785,-123.381334,1
WEDNESDAY,VICTORIA,PROPERTY DAMAGE ONLY,OXFORD ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VICTORIA,VICTORIA,VICTORIA,No,No,VANCOUVER ISLAND,COOK ST & OXFORD ST,COOK ST,COOK ST,18:00-20:59,1,48.414079,-123.356722,1
SUNDAY,METCHOSIN,CASUALTY,TAYLOR RD,Yes,2019,SUNDAY,UNDETERMINED,N,Yes,N,AUGUST,N,METCHOSIN,METCHOSIN,METCHOSIN,No,No,VANCOUVER ISLAND,ROCKY POINT RD & TAYLOR RD,ROCKY POINT RD,ROCKY POINT RD,09:00-11:59,1,48.372019,-123.547043,1
WEDNESDAY,ABBOTSFORD,CASUALTY,WARE ST,Yes,2019,WEDNESDAY,UNDETERMINED,N,Yes,N,SEPTEMBER,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,BOURQUIN CRES E & BOURQUIN CRES W & WARE ST,BOURQUIN CRES W,BOURQUIN CRES W,15:00-17:59,1,49.04684,-122.304503,1
WEDNESDAY,SURREY,CASUALTY,24 AVE,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,SURREY,SURREY,SURREY,Yes,No,LOWER MAINLAND,154 ST & 24 AVE,154 ST,154 ST,15:00-17:59,1,49.045604,-122.795707,1
WEDNESDAY,ABBOTSFORD,CASUALTY,TOWNLINE RD,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,PEARDONVILLE RD & TOWNLINE RD & TURNING LANE,PEARDONVILLE RD,PEARDONVILLE RD,12:00-14:59,1,49.045866,-122.360044,1
MONDAY,ABBOTSFORD,CASUALTY,PEARDONVILLE RD,Yes,2017,MONDAY,UNDETERMINED,N,Yes,N,AUGUST,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,PEARDONVILLE RD & SOUTH FRASER WAY,SOUTH FRASER WAY,SOUTH FRASER WAY,15:00-17:59,1,49.045937,-122.348711,1
TUESDAY,SURREY,CASUALTY,CROYDON DR,Yes,2016,TUESDAY,UNDETERMINED,N,Yes,N,JULY,N,SURREY,SURREY,SURREY,No,No,LOWER MAINLAND,24 AVE & CROYDON DR,24 AVE,24 AVE,03:00-05:59,1,49.045565,-122.782808,1
TUESDAY,ABBOTSFORD,CASUALTY,OAK AVE,Yes,2016,TUESDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,CLEARBROOK RD & OAK AVE,CLEARBROOK RD,CLEARBROOK RD,18:00-20:59,1,49.04422,-122.337026,1
TUESDAY,RICHMOND,CASUALTY,NO 3 RD,Yes,2017,TUESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,RICHMOND,RICHMOND,RICHMOND,No,No,LOWER MAINLAND,NO 3 RD & WESTMINSTER HWY,WESTMINSTER HWY,WESTMINSTER HWY,12:00-14:59,1,49.170211,-123.136548,1
THURSDAY,SURREY,CASUALTY,92 AVE,Yes,2016,THURSDAY,UNDETERMINED,N,Yes,N,MARCH,N,SURREY,SURREY,SURREY,No,No,LOWER MAINLAND,122B ST & 92 AVE,122B ST,122B ST,21:00-23:59,1,49.170297,-122.882782,1
MONDAY,NANAIMO,PROPERTY DAMAGE ONLY,COMOX RD,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,NANAIMO,NANAIMO,NANAIMO,No,No,VANCOUVER ISLAND,COMOX RD & PRIDEAUX ST,PRIDEAUX ST,PRIDEAUX ST,06:00-08:59,1,49.170304,-123.945524,1
WEDNESDAY,CHILLIWACK,CASUALTY,YALE RD,Yes,2018,WEDNESDAY,UNDETERMINED,N,Yes,N,OCTOBER,N,CHILLIWACK,CHILLIWACK,CHILLIWACK,No,No,LOWER MAINLAND,NOWELL ST & YALE RD,NOWELL ST,NOWELL ST,12:00-14:59,1,49.17158,-121.950422,1
FRIDAY,CHILLIWACK,CASUALTY,YOUNG RD,Yes,2019,FRIDAY,UNDETERMINED,N,Yes,N,AUGUST,N,CHILLIWACK,CHILLIWACK,CHILLIWACK,No,No,LOWER MAINLAND,WELLINGTON AVE & YALE RD & YOUNG RD,YALE RD,YALE RD,18:00-20:59,1,49.170981,-121.952608,1
WEDNESDAY,SURREY,CASUALTY,94A AVE,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,SURREY,SURREY,SURREY,Yes,No,LOWER MAINLAND,94A AVE & KING GEORGE BLVD,KING GEORGE BLVD,KING GEORGE BLVD,12:00-14:59,1,49.174688,-122.845833,1
TUESDAY,RICHMOND,CASUALTY,NA,Yes,2016,TUESDAY,SINGLE VEHICLE,N,No,Y,JULY,N,RICHMOND,RICHMOND,RICHMOND,Yes,No,LOWER MAINLAND,WESTMINSTER HWY,WESTMINSTER HWY,WESTMINSTER HWY,18:00-20:59,1,49.170243,-123.13838,1
SUNDAY,ABBOTSFORD,CASUALTY,PEARDONVILLE RD,Yes,2019,SUNDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,GRANT ST & PEARDONVILLE RD,GRANT ST,GRANT ST,12:00-14:59,1,49.045868,-122.343878,1
TUESDAY,ABBOTSFORD,CASUALTY,MCCALLUM RD,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,BUSBY RD & MCCALLUM RD,BUSBY RD,BUSBY RD,12:00-14:59,1,49.043308,-122.293424,1
SUNDAY,SURREY,CASUALTY,24 AVE,Yes,2016,SUNDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,SURREY,SURREY,SURREY,No,No,LOWER MAINLAND,156 ST & 24 AVE,156 ST,156 ST,18:00-20:59,1,49.045591,-122.79019,1
SUNDAY,ABBOTSFORD,CASUALTY,PEARDONVILLE RD,Yes,2018,SUNDAY,UNDETERMINED,N,Yes,N,FEBRUARY,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,EMERSON ST & PEARDONVILLE RD,EMERSON ST,EMERSON ST,21:00-23:59,1,49.045463,-122.318327,1
SATURDAY,SURREY,CASUALTY,24 AVE,Yes,2015,SATURDAY,UNDETERMINED,N,Yes,N,AUGUST,N,SURREY,SURREY,SURREY,No,No,LOWER MAINLAND,144 ST & 24 AVE,144 ST,144 ST,12:00-14:59,1,49.045681,-122.823256,1
WEDNESDAY,SURREY,PROPERTY DAMAGE ONLY,24 AVE,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,SURREY,SURREY,SURREY,No,No,LOWER MAINLAND,154 ST & 24 AVE,154 ST,154 ST,15:00-17:59,1,49.045604,-122.795707,1
WEDNESDAY,SURREY,PROPERTY DAMAGE ONLY,24 AVE,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,SURREY,SURREY,SURREY,No,No,LOWER MAINLAND,156 ST & 24 AVE,156 ST,156 ST,06:00-08:59,1,49.045591,-122.79019,1
SATURDAY,ABBOTSFORD,CASUALTY,MCDOUGALL AVE,Yes,2017,SATURDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,MCDOUGALL AVE & SOUTH FRASER WAY,SOUTH FRASER WAY,SOUTH FRASER WAY,09:00-11:59,1,49.04603,-122.287745,1
THURSDAY,ABBOTSFORD,CASUALTY,SOUTH FRASER WAY,Yes,2017,THURSDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,PAULINE ST & SOUTH FRASER WAY,PAULINE ST,PAULINE ST,15:00-17:59,1,49.048249,-122.291551,1
WEDNESDAY,ABBOTSFORD,CASUALTY,SUMAS WAY,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,Yes,No,LOWER MAINLAND,MARSHALL RD & SUMAS WAY & TURNING LANE,MARSHALL RD,MARSHALL RD,15:00-17:59,1,49.038185,-122.268966,1
FRIDAY,ABBOTSFORD,CASUALTY,ABBOTSFORD WAY,Yes,2018,FRIDAY,UNDETERMINED,N,Yes,N,FEBRUARY,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,ABBOTSFORD WAY & SOUTH FRASER WAY,SOUTH FRASER WAY,SOUTH FRASER WAY,09:00-11:59,1,49.040935,-122.276841,1
FRIDAY,ABBOTSFORD,PROPERTY DAMAGE ONLY,BEVAN AVE,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,BEVAN AVE & EMERSON ST,EMERSON ST,EMERSON ST,15:00-17:59,1,49.041844,-122.318387,1
MONDAY,ABBOTSFORD,CASUALTY,DOLPHIN CRES,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,BEAVER ST & DOLPHIN CRES,BEAVER ST,BEAVER ST,12:00-14:59,1,49.041901,-122.329155,1
WEDNESDAY,ABBOTSFORD,CASUALTY,MARSHALL RD,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,MARSHALL RD & RIVERSIDE RD,RIVERSIDE RD,RIVERSIDE RD,18:00-20:59,1,49.038261,-122.273799,1
TUESDAY,SURREY,CASUALTY,NA,Yes,2017,TUESDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,SURREY,SURREY,SURREY,No,No,LOWER MAINLAND,20 AVE,20 AVE,20 AVE,09:00-11:59,1,49.038428,-122.827354,1
MONDAY,ABBOTSFORD,CASUALTY,MARSHALL RD,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,MARSHALL RD & MCCALLUM RD,MCCALLUM RD,MCCALLUM RD,12:00-14:59,1,49.039043,-122.293334,1
WEDNESDAY,SURREY,CASUALTY,NA,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,No,Y,SEPTEMBER,N,SURREY,SURREY,SURREY,No,No,LOWER MAINLAND,152 ST,152 ST,152 ST,12:00-14:59,1,49.040286,-122.801204,1
TUESDAY,SURREY,CASUALTY,NA,Yes,2018,TUESDAY,UNDETERMINED,N,No,Y,MAY,N,SURREY,SURREY,SURREY,No,No,LOWER MAINLAND,156 ST,156 ST,156 ST,15:00-17:59,1,49.04136,-122.790199,1
FRIDAY,ABBOTSFORD,CASUALTY,SOUTH FRASER WAY,Yes,2015,FRIDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,ABBOTSFORD WAY & SOUTH FRASER WAY,ABBOTSFORD WAY,ABBOTSFORD WAY,18:00-20:59,1,49.040935,-122.276841,1
THURSDAY,SURREY,CASUALTY,NA,Yes,2015,THURSDAY,SINGLE VEHICLE,N,No,Y,APRIL,N,SURREY,SURREY,SURREY,Yes,No,LOWER MAINLAND,152 ST,152 ST,152 ST,09:00-11:59,1,49.043304,-122.801213,1
SUNDAY,ABBOTSFORD,CASUALTY,HOLLAND AVE,Yes,2017,SUNDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,HOLLAND AVE & MCCALLUM RD,MCCALLUM RD,MCCALLUM RD,15:00-17:59,1,49.03797,-122.29331,1
WEDNESDAY,SURREY,PROPERTY DAMAGE ONLY,NA,Yes,2017,WEDNESDAY,UNDETERMINED,N,No,N,MARCH,N,SURREY,SURREY,SURREY,Yes,No,LOWER MAINLAND,20 AVE,20 AVE,20 AVE,15:00-17:59,1,49.038324,-122.787415,1
WEDNESDAY,SURREY,CASUALTY,20 AVE,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,SURREY,SURREY,SURREY,No,No,LOWER MAINLAND,20 AVE & KING GEORGE BLVD,KING GEORGE HWY,KING GEORGE HWY,06:00-08:59,1,49.038324,-122.784551,1
FRIDAY,SURREY,CASUALTY,INDIAN FORT DR,Yes,2017,FRIDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,SURREY,SURREY,SURREY,No,No,LOWER MAINLAND,124 ST & 20 AVE & INDIAN FORT DR & OCEAN PARK RD,124 ST,124 ST,15:00-17:59,1,49.039242,-122.878397,1
THURSDAY,ABBOTSFORD,CASUALTY,WARE ST,Yes,2015,THURSDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,BEVAN AVE & WARE ST,BEVAN AVE,BEVAN AVE,15:00-17:59,1,49.041939,-122.304542,1
TUESDAY,ABBOTSFORD,CASUALTY,PEARDONVILLE RD,Yes,2018,TUESDAY,UNDETERMINED,N,Yes,N,JULY,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,No,No,LOWER MAINLAND,BROADWAY ST & PEARDONVILLE RD,BROADWAY ST,BROADWAY ST,15:00-17:59,1,49.045459,-122.32229,1
FRIDAY,ABBOTSFORD,CASUALTY,WARE ST,Yes,2019,FRIDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,ABBOTSFORD,ABBOTSFORD,ABBOTSFORD,Yes,No,LOWER MAINLAND,BEVAN AVE & WARE ST,BEVAN AVE,BEVAN AVE,06:00-08:59,1,49.041939,-122.304542,1
MONDAY,NORTH VANCOUVER,CASUALTY,W 15TH ST,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,E 15TH ST & LONSDALE AVE & W 15TH ST,LONSDALE AVE,LONSDALE AVE,12:00-14:59,1,49.322069,-123.072318,1
MONDAY,NORTH VANCOUVER,CASUALTY,SEYMOUR BLVD,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,MT SEYMOUR PKY & SEYMOUR BLVD,MT SEYMOUR PKY,MT SEYMOUR PKY,15:00-17:59,1,49.311704,-123.021179,1
FRIDAY,NORTH VANCOUVER,CASUALTY,NA,Yes,2016,FRIDAY,UNDETERMINED,N,No,Y,MAY,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,W ESPLANADE,W ESPLANADE,W ESPLANADE,06:00-08:59,1,49.312045,-123.081689,1
FRIDAY,PARKSVILLE,CASUALTY,DESPARD AVE,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,PARKSVILLE,PARKSVILLE,PARKSVILLE,No,No,VANCOUVER ISLAND,CRAIG ST & DESPARD AVE E & DESPARD AVE W,CRAIG ST,CRAIG ST,09:00-11:59,1,49.312145,-124.312491,1
WEDNESDAY,NORTH VANCOUVER,CASUALTY,E KEITH RD,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,ADDERLEY ST & E KEITH RD,ADDERLEY ST,ADDERLEY ST,15:00-17:59,1,49.3134,-123.04894,1
SATURDAY,NORTH VANCOUVER,PROPERTY DAMAGE ONLY,E KEITH RD,Yes,2019,SATURDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,E KEITH RD & GRAND BLVD W,GRAND BLVD W,GRAND BLVD W,09:00-11:59,1,49.313505,-123.057722,1
SATURDAY,NORTH VANCOUVER,CASUALTY,W 16TH ST,Yes,2016,SATURDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,Yes,No,LOWER MAINLAND,JONES AVE & W 16TH ST,JONES AVE,JONES AVE,09:00-11:59,1,49.323191,-123.081615,1
TUESDAY,NORTH VANCOUVER,CASUALTY,W 16TH ST,Yes,2018,TUESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,FELL AVE & W 16TH ST,FELL AVE,FELL AVE,21:00-23:59,1,49.323237,-123.094577,1
THURSDAY,NORTH VANCOUVER,CASUALTY,PHILIP AVE,Yes,2015,THURSDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,MARINE DR & PHILIP AVE,MARINE DR,MARINE DR,06:00-08:59,1,49.323893,-123.113368,1
THURSDAY,NORTH VANCOUVER,PROPERTY DAMAGE ONLY,NA,Yes,2019,THURSDAY,SINGLE VEHICLE,N,No,N,NOVEMBER,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,MT SEYMOUR PKY,MT SEYMOUR PKY,MT SEYMOUR PKY,15:00-17:59,1,49.310855,-123.01961,1
FRIDAY,PARKSVILLE,PROPERTY DAMAGE ONLY,DESPARD AVE W,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,PARKSVILLE,PARKSVILLE,PARKSVILLE,No,No,VANCOUVER ISLAND,CRAIG ST & DESPARD AVE E & DESPARD AVE W,CRAIG ST,CRAIG ST,09:00-11:59,1,49.312145,-124.312491,1
THURSDAY,NORTH VANCOUVER,CASUALTY,CHESTERFIELD AVE,Yes,2019,THURSDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,CHESTERFIELD AVE & W 2ND ST,W 2ND ST,W 2ND ST,06:00-08:59,1,49.314018,-123.080955,1
MONDAY,NORTH VANCOUVER,PROPERTY DAMAGE ONLY,PLYMOUTH DR,Yes,2015,MONDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,MT SEYMOUR PKY & PLYMOUTH DR,MT SEYMOUR PKY,MT SEYMOUR PKY,15:00-17:59,1,49.315701,-122.987434,1
THURSDAY,NORTH VANCOUVER,CASUALTY,PEMBERTON AVE,Yes,2019,THURSDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,NORTH VANCOUVER,NORTH VANCOUVER,NORTH VANCOUVER,No,No,LOWER MAINLAND,PEMBERTON AVE & WELCH ST,WELCH ST,WELCH ST,18:00-20:59,1,49.317544,-123.107919,1
